query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,expected_top10
340,attr0_nav_sel0.01,0,55320,86942,44771,76393,49867,81489,7459,39081,
341,attr1_nav_sel0.01,1,32589,64211,5391,37013,0,31622,22386,54008,
342,attr2_nav_sel0.01,2,2570,34192,0,31622,52750,84372,35753,67375,
343,attr3_nav_sel0.01,3,63189,94811,53910,85532,29149,60771,68377,99999,
344,balanced_sel0.01,0,19602,51224,42164,73786,68377,99999,43119,74741,
345,attr0_nav_sel0.01,0,65912,97534,68377,99999,62647,94269,0,31622,
346,attr1_nav_sel0.01,1,29442,61064,0,31622,44361,75983,48067,79689,
347,attr2_nav_sel0.01,2,67087,98709,26197,57819,16742,48364,50327,81949,
348,attr3_nav_sel0.01,3,43159,74781,22402,54024,11418,43040,232,31854,
349,balanced_sel0.01,0,0,31622,2084,33706,1554,33176,0,31622,
350,attr0_nav_sel0.01,0,41080,72702,49414,81036,8283,39905,57640,89262,
351,attr1_nav_sel0.01,1,4567,36189,1845,33467,4422,36044,68377,99999,
352,attr2_nav_sel0.01,2,68377,99999,51292,82914,0,31622,11816,43438,
353,attr3_nav_sel0.01,3,30766,62388,0,31622,0,31622,16006,47628,
354,balanced_sel0.01,0,68377,99999,0,31622,68377,99999,24600,56222,
355,attr0_nav_sel0.01,0,45354,76976,0,31622,68377,99999,57914,89536,
356,attr1_nav_sel0.01,1,0,31622,53076,84698,8460,40082,35619,67241,
357,attr2_nav_sel0.01,2,9989,41611,68377,99999,65732,97354,0,31622,
358,attr3_nav_sel0.01,3,25516,57138,53571,85193,21169,52791,64034,95656,
359,balanced_sel0.01,0,62475,94097,68377,99999,12906,44528,56429,88051,
360,attr0_nav_sel0.01,0,53759,85381,0,31622,54317,85939,0,31622,
361,attr1_nav_sel0.01,1,0,31622,65979,97601,68377,99999,44602,76224,
362,attr2_nav_sel0.01,2,59105,90727,6895,38517,0,31622,46862,78484,
363,attr3_nav_sel0.01,3,68377,99999,68377,99999,60193,91815,0,31622,
364,balanced_sel0.01,0,42522,74144,46711,78333,31940,63562,14473,46095,
365,attr0_nav_sel0.01,0,0,31622,64060,95682,21526,53148,19777,51399,
366,attr1_nav_sel0.01,1,64754,96376,50302,81924,23334,54956,18402,50024,
367,attr2_nav_sel0.01,2,68377,99999,68377,99999,0,31622,68377,99999,
368,attr3_nav_sel0.01,3,31061,62683,68377,99999,57248,88870,47216,78838,
369,balanced_sel0.01,0,66545,98167,24365,55987,35581,67203,0,31622,
370,attr0_nav_sel0.01,0,33115,64737,0,31622,68377,99999,0,31622,
371,attr1_nav_sel0.01,1,58722,90344,5408,37030,12586,44208,58093,89715,
372,attr2_nav_sel0.01,2,68377,99999,11753,43375,68377,99999,62385,94007,
373,attr3_nav_sel0.01,3,20681,52303,12844,44466,0,31622,48910,80532,
374,balanced_sel0.01,0,59298,90920,0,31622,68377,99999,20904,52526,
375,attr0_nav_sel0.01,0,2711,34333,50876,82498,68377,99999,68377,99999,
376,attr1_nav_sel0.01,1,17260,48882,68377,99999,17404,49026,10118,41740,
377,attr2_nav_sel0.01,2,1546,33168,67909,99531,44356,75978,66100,97722,
378,attr3_nav_sel0.01,3,0,31622,62793,94415,68377,99999,6827,38449,
379,balanced_sel0.01,0,16993,48615,0,31622,13796,45418,27401,59023,
380,attr0_nav_sel0.01,0,53177,84799,37912,69534,41085,72707,68377,99999,
381,attr1_nav_sel0.01,1,68377,99999,68377,99999,68377,99999,45573,77195,
382,attr2_nav_sel0.01,2,49834,81456,9049,40671,8966,40588,43103,74725,
383,attr3_nav_sel0.01,3,68377,99999,57162,88784,37495,69117,6020,37642,
384,balanced_sel0.01,0,30872,62494,49930,81552,0,31622,40643,72265,
385,attr0_nav_sel0.01,0,0,31622,68377,99999,20832,52454,0,31622,
386,attr1_nav_sel0.01,1,38306,69928,31787,63409,65109,96731,0,31622,
387,attr2_nav_sel0.01,2,65335,96957,34623,66245,0,31622,2468,34090,
388,attr3_nav_sel0.01,3,0,31622,9174,40796,64252,95874,68377,99999,
389,balanced_sel0.01,0,35032,66654,19076,50698,0,31622,0,31622,
390,attr0_nav_sel0.01,0,64498,96120,29193,60815,68377,99999,0,31622,
391,attr1_nav_sel0.01,1,68377,99999,0,31622,34470,66092,0,31622,
392,attr2_nav_sel0.01,2,60955,92577,50931,82553,60560,92182,16780,48402,
393,attr3_nav_sel0.01,3,21005,52627,33921,65543,21014,52636,0,31622,
394,balanced_sel0.01,0,51538,83160,0,31622,68320,99942,51357,82979,
395,attr0_nav_sel0.01,0,0,31622,16987,48609,68377,99999,45650,77272,
396,attr1_nav_sel0.01,1,22607,54229,17814,49436,68377,99999,23343,54965,
397,attr2_nav_sel0.01,2,68377,99999,63835,95457,62806,94428,31871,63493,
398,attr3_nav_sel0.01,3,44195,75817,0,31622,37643,69265,5173,36795,
399,balanced_sel0.01,0,68377,99999,28478,60100,34138,65760,66482,98104,
400,attr0_nav_sel0.01,0,56903,88525,51506,83128,0,31622,43452,75074,
401,attr1_nav_sel0.01,1,4557,36179,40557,72179,0,31622,36260,67882,
402,attr2_nav_sel0.01,2,44269,75891,22456,54078,21436,53058,63918,95540,
403,attr3_nav_sel0.01,3,38742,70364,3321,34943,0,31622,18487,50109,
404,balanced_sel0.01,0,30526,62148,66524,98146,11093,42715,689,32311,
405,attr0_nav_sel0.01,0,37282,68904,36207,67829,45265,76887,15765,47387,
406,attr1_nav_sel0.01,1,17884,49506,0,31622,40948,72570,26583,58205,
407,attr2_nav_sel0.01,2,44877,76499,0,31622,14633,46255,58115,89737,
408,attr3_nav_sel0.01,3,66487,98109,18891,50513,0,31622,41205,72827,
409,balanced_sel0.01,0,0,31622,8380,40002,0,31622,52241,83863,
410,attr0_nav_sel0.01,0,0,31622,57583,89205,2123,33745,68377,99999,
411,attr1_nav_sel0.01,1,68377,99999,12187,43809,66207,97829,0,31622,
412,attr2_nav_sel0.01,2,15088,46710,22640,54262,8464,40086,40953,72575,
413,attr3_nav_sel0.01,3,0,31622,41055,72677,38061,69683,5852,37474,
414,balanced_sel0.01,0,68377,99999,60570,92192,1209,32831,12747,44369,
415,attr0_nav_sel0.01,0,33017,64639,50318,81940,68036,99658,52606,84228,
416,attr1_nav_sel0.01,1,3278,34900,0,31622,22629,54251,1701,33323,
417,attr2_nav_sel0.01,2,66717,98339,63695,95317,5326,36948,0,31622,
418,attr3_nav_sel0.01,3,0,31622,26447,58069,66656,98278,28075,59697,
419,balanced_sel0.01,0,17635,49257,58675,90297,55640,87262,29251,60873,
420,attr0_nav_sel0.01,0,14120,45742,68377,99999,33324,64946,48336,79958,
421,attr1_nav_sel0.01,1,12004,43626,0,31622,2061,33683,38932,70554,
422,attr2_nav_sel0.01,2,16911,48533,2168,33790,0,31622,68377,99999,
423,attr3_nav_sel0.01,3,22087,53709,54969,86591,9791,41413,68377,99999,
424,balanced_sel0.01,0,4453,36075,55910,87532,31319,62941,0,31622,
425,attr0_nav_sel0.01,0,41046,72668,40870,72492,68377,99999,25743,57365,
426,attr1_nav_sel0.01,1,10561,42183,22173,53795,68377,99999,8357,39979,
427,attr2_nav_sel0.01,2,35872,67494,29376,60998,0,31622,28970,60592,
428,attr3_nav_sel0.01,3,0,31622,68377,99999,61175,92797,45921,77543,
429,balanced_sel0.01,0,45743,77365,35592,67214,298,31920,37836,69458,
430,attr0_nav_sel0.01,0,53047,84669,14333,45955,9363,40985,1583,33205,
431,attr1_nav_sel0.01,1,60843,92465,51099,82721,16146,47768,12164,43786,
432,attr2_nav_sel0.01,2,14968,46590,19993,51615,54003,85625,26900,58522,
433,attr3_nav_sel0.01,3,68377,99999,68377,99999,28162,59784,55146,86768,
434,balanced_sel0.01,0,42827,74449,68377,99999,0,31622,68377,99999,
435,attr0_nav_sel0.01,0,19882,51504,48492,80114,13844,45466,68377,99999,
436,attr1_nav_sel0.01,1,0,31622,8645,40267,52996,84618,64201,95823,
437,attr2_nav_sel0.01,2,42428,74050,66997,98619,46526,78148,0,31622,
438,attr3_nav_sel0.01,3,66131,97753,49219,80841,11231,42853,68377,99999,
439,balanced_sel0.01,0,0,31622,34189,65811,46573,78195,9922,41544,
440,attr0_nav_sel0.01,0,46007,77629,68377,99999,50472,82094,39174,70796,
441,attr1_nav_sel0.01,1,14233,45855,0,31622,0,31622,43322,74944,
442,attr2_nav_sel0.01,2,68377,99999,32916,64538,52575,84197,12428,44050,
443,attr3_nav_sel0.01,3,27790,59412,44432,76054,41760,73382,1650,33272,
444,balanced_sel0.01,0,36011,67633,13808,45430,49827,81449,68377,99999,
445,attr0_nav_sel0.01,0,0,31622,0,31622,17113,48735,19211,50833,
446,attr1_nav_sel0.01,1,50653,82275,11237,42859,0,31622,48439,80061,
447,attr2_nav_sel0.01,2,34576,66198,23149,54771,36638,68260,14346,45968,
448,attr3_nav_sel0.01,3,39674,71296,25798,57420,57682,89304,56924,88546,
449,balanced_sel0.01,0,68377,99999,59834,91456,16870,48492,38835,70457,
450,attr0_nav_sel0.01,0,12583,44205,0,31622,0,31622,58221,89843,
451,attr1_nav_sel0.01,1,50340,81962,9662,41284,0,31622,30457,62079,
452,attr2_nav_sel0.01,2,0,31622,50718,82340,21112,52734,68377,99999,
453,attr3_nav_sel0.01,3,0,31622,20861,52483,0,31622,36575,68197,
454,balanced_sel0.01,0,6769,38391,64960,96582,45720,77342,62038,93660,
455,attr0_nav_sel0.01,0,68377,99999,46628,78250,2800,34422,68377,99999,
456,attr1_nav_sel0.01,1,30332,61954,44892,76514,18510,50132,68377,99999,
457,attr2_nav_sel0.01,2,0,31622,0,31622,68377,99999,24501,56123,
458,attr3_nav_sel0.01,3,33116,64738,17628,49250,43895,75517,21095,52717,
459,balanced_sel0.01,0,29932,61554,7537,39159,0,31622,68377,99999,
460,attr0_nav_sel0.01,0,13096,44718,0,31622,37145,68767,58826,90448,
461,attr1_nav_sel0.01,1,4672,36294,68377,99999,68377,99999,0,31622,
462,attr2_nav_sel0.01,2,68377,99999,0,31622,68377,99999,68377,99999,
463,attr3_nav_sel0.01,3,68377,99999,57150,88772,0,31622,0,31622,
464,balanced_sel0.01,0,68377,99999,0,31622,68377,99999,30144,61766,
465,attr0_nav_sel0.01,0,68377,99999,19156,50778,61490,93112,15728,47350,
466,attr1_nav_sel0.01,1,19829,51451,68377,99999,58537,90159,38412,70034,
467,attr2_nav_sel0.01,2,49063,80685,0,31622,1602,33224,21398,53020,
468,attr3_nav_sel0.01,3,58966,90588,68377,99999,38053,69675,17967,49589,
469,balanced_sel0.01,0,38162,69784,6668,38290,42262,73884,4307,35929,
470,attr0_nav_sel0.01,0,46740,78362,0,31622,62004,93626,0,31622,
471,attr1_nav_sel0.01,1,52524,84146,15485,47107,6482,38104,37742,69364,
472,attr2_nav_sel0.01,2,15066,46688,12354,43976,25492,57114,47846,79468,
473,attr3_nav_sel0.01,3,68377,99999,50920,82542,68377,99999,0,31622,
474,balanced_sel0.01,0,5060,36682,0,31622,66998,98620,27926,59548,
475,attr0_nav_sel0.01,0,38638,70260,23403,55025,68377,99999,27196,58818,
476,attr1_nav_sel0.01,1,64580,96202,41454,73076,24978,56600,0,31622,
477,attr2_nav_sel0.01,2,55219,86841,63885,95507,49152,80774,32739,64361,
478,attr3_nav_sel0.01,3,57551,89173,874,32496,46736,78358,13205,44827,
479,balanced_sel0.01,0,68377,99999,51490,83112,44961,76583,4723,36345,
480,attr0_nav_sel0.01,0,47042,78664,2362,33984,16465,48087,22499,54121,
481,attr1_nav_sel0.01,1,68377,99999,30629,62251,0,31622,9660,41282,
482,attr2_nav_sel0.01,2,0,31622,68377,99999,3314,34936,68377,99999,
483,attr3_nav_sel0.01,3,63381,95003,2794,34416,62414,94036,64129,95751,
484,balanced_sel0.01,0,68377,99999,42908,74530,21249,52871,39069,70691,
485,attr0_nav_sel0.01,0,11298,42920,43710,75332,42926,74548,0,31622,
486,attr1_nav_sel0.01,1,68377,99999,25054,56676,5547,37169,0,31622,
487,attr2_nav_sel0.01,2,12861,44483,66065,97687,68377,99999,55003,86625,
488,attr3_nav_sel0.01,3,33807,65429,68377,99999,0,31622,59161,90783,
489,balanced_sel0.01,0,8495,40117,51164,82786,60034,91656,17916,49538,
490,attr0_nav_sel0.01,0,0,31622,61469,93091,24114,55736,6766,38388,
491,attr1_nav_sel0.01,1,56492,88114,17358,48980,33347,64969,68377,99999,
492,attr2_nav_sel0.01,2,68377,99999,56659,88281,68377,99999,238,31860,
493,attr3_nav_sel0.01,3,1665,33287,43779,75401,58948,90570,41535,73157,
494,balanced_sel0.01,0,17897,49519,52721,84343,3131,34753,44041,75663,
495,attr0_nav_sel0.01,0,7025,38647,27377,58999,56251,87873,24125,55747,
496,attr1_nav_sel0.01,1,60925,92547,65505,97127,242,31864,18278,49900,
497,attr2_nav_sel0.01,2,57107,88729,45029,76651,68377,99999,16214,47836,
498,attr3_nav_sel0.01,3,66686,98308,45,31667,68377,99999,45798,77420,
499,balanced_sel0.01,0,42507,74129,68377,99999,10485,42107,65558,97180,
