query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,attr4_low,attr4_high,attr5_low,attr5_high,expected_top10
302,attr2_narrow,2,500000,999999,0,499999,316986,416985,500000,999999,419459,919458,0,499999,
303,balanced,0,0,199999,0,199999,419437,619436,84717,584716,56265,556264,66308,566307,
304,attr0_narrow,0,746998,846997,500000,999999,31848,531847,0,499999,500000,999999,0,499999,
305,single_attr1,1,0,999999,732335,832334,0,999999,0,999999,0,999999,0,999999,
306,attr2_narrow,2,500000,999999,148291,648290,616528,716527,0,499999,124140,624139,100642,600641,
307,balanced,0,297924,497923,467266,667265,167651,367650,500000,999999,269178,769177,500000,999999,
308,attr0_narrow,0,900000,999999,367143,867142,0,499999,318378,818377,252328,752327,0,499999,
309,attr1_narrow,1,157078,657077,80216,180215,406413,906412,363048,863047,500000,999999,415562,915561,
310,single_attr2,2,0,999999,0,999999,289689,389688,0,999999,0,999999,0,999999,
311,balanced,0,0,199999,473072,673071,442815,642814,345419,845418,0,499999,288454,788453,
312,attr0_narrow,0,268340,368339,251595,751594,103341,603340,500000,999999,450754,950753,0,499999,
313,attr1_narrow,1,92031,592030,42406,142405,0,499999,92338,592337,467712,967711,0,499999,
314,attr2_narrow,2,0,499999,0,499999,149096,249095,500000,999999,500000,999999,351710,851709,
315,single_attr3,3,0,999999,0,999999,0,999999,449209,549208,0,999999,0,999999,
316,attr0_narrow,0,436285,536284,500000,999999,0,499999,0,499999,230921,730920,125416,625415,
317,attr1_narrow,1,500000,999999,741164,841163,500000,999999,296550,796549,500000,999999,410047,910046,
318,attr2_narrow,2,469804,969803,0,499999,205026,305025,367729,867728,500000,999999,126488,626487,
319,balanced,0,329638,529637,591056,791055,92987,292986,409308,909307,30697,530696,25169,525168,
320,single_attr4,4,0,999999,0,999999,0,999999,0,999999,86272,186271,0,999999,
321,attr1_narrow,1,0,499999,120766,220765,500000,999999,500000,999999,500000,999999,11193,511192,
322,attr2_narrow,2,500000,999999,457972,957971,430628,530627,258419,758418,0,499999,0,499999,
323,balanced,0,481006,681005,216083,416082,735501,935500,500000,999999,500000,999999,22283,522282,
324,attr0_narrow,0,348614,448613,500000,999999,237381,737380,59517,559516,175420,675419,500000,999999,
325,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,26781,126780,
326,attr2_narrow,2,241578,741577,0,499999,428303,528302,500000,999999,500000,999999,119710,619709,
327,balanced,0,285011,485010,325895,525894,490759,690758,500000,999999,316158,816157,255793,755792,
328,attr0_narrow,0,558563,658562,490897,990896,337645,837644,500000,999999,500000,999999,113378,613377,
329,attr1_narrow,1,330033,830032,172626,272625,72618,572617,0,499999,267278,767277,500000,999999,
330,single_attr0,0,596419,696418,0,999999,0,999999,0,999999,0,999999,0,999999,
331,balanced,0,208168,408167,321855,521854,800000,999999,137977,637976,197065,697064,26602,526601,
332,attr0_narrow,0,884361,984360,0,499999,218868,718867,117987,617986,0,499999,500000,999999,
333,attr1_narrow,1,0,499999,0,99999,0,499999,253365,753364,500000,999999,175772,675771,
334,attr2_narrow,2,119292,619291,228210,728209,62102,162101,0,499999,212270,712269,500000,999999,
335,single_attr1,1,0,999999,13014,113013,0,999999,0,999999,0,999999,0,999999,
336,attr0_narrow,0,510743,610742,321327,821326,500000,999999,323104,823103,0,499999,0,499999,
337,attr1_narrow,1,0,499999,900000,999999,0,499999,392869,892868,500000,999999,0,499999,
338,attr2_narrow,2,0,499999,449619,949618,751426,851425,0,499999,0,499999,78770,578769,
339,balanced,0,269918,469917,682383,882382,204335,404334,201017,701016,373641,873640,0,499999,
340,single_attr2,2,0,999999,0,999999,218873,318872,0,999999,0,999999,0,999999,
341,attr1_narrow,1,232274,732273,900000,999999,97683,597682,287819,787818,0,499999,500000,999999,
342,attr2_narrow,2,459494,959493,0,499999,328015,428014,0,499999,0,499999,500000,999999,
343,balanced,0,453613,653612,551824,751823,14942,214941,125962,625961,483998,983997,96897,596896,
344,attr0_narrow,0,760736,860735,136780,636779,467834,967833,0,499999,500000,999999,0,499999,
345,single_attr3,3,0,999999,0,999999,0,999999,0,99999,0,999999,0,999999,
346,attr2_narrow,2,0,499999,500000,999999,702873,802872,25283,525282,500000,999999,0,499999,
347,balanced,0,262298,462297,484988,684987,172073,372072,500000,999999,0,499999,0,499999,
348,attr0_narrow,0,525787,625786,0,499999,317907,817906,102876,602875,500000,999999,428772,928771,
349,attr1_narrow,1,500000,999999,185812,285811,275824,775823,500000,999999,197961,697960,171640,671639,
350,single_attr4,4,0,999999,0,999999,0,999999,0,999999,528758,628757,0,999999,
351,balanced,0,482151,682150,0,199999,264171,464170,483782,983781,0,499999,185768,685767,
352,attr0_narrow,0,272932,372931,0,499999,500000,999999,0,499999,0,499999,445709,945708,
353,attr1_narrow,1,0,499999,0,99999,33566,533565,489191,989190,0,499999,28080,528079,
354,attr2_narrow,2,82784,582783,500000,999999,357771,457770,500000,999999,500000,999999,500000,999999,
355,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,847594,947593,
356,attr0_narrow,0,540679,640678,500000,999999,0,499999,59948,559947,0,499999,112901,612900,
357,attr1_narrow,1,0,499999,183987,283986,457711,957710,154696,654695,210734,710733,500000,999999,
358,attr2_narrow,2,500000,999999,0,499999,562156,662155,400157,900156,266229,766228,500000,999999,
359,balanced,0,237986,437985,88171,288170,93347,293346,0,499999,0,499999,500000,999999,
360,single_attr0,0,393261,493260,0,999999,0,999999,0,999999,0,999999,0,999999,
361,attr1_narrow,1,0,499999,252349,352348,0,499999,500000,999999,500000,999999,446670,946669,
362,attr2_narrow,2,0,499999,326823,826822,592342,692341,388051,888050,500000,999999,352260,852259,
363,balanced,0,800000,999999,463783,663782,173517,373516,225371,725370,500000,999999,0,499999,
364,attr0_narrow,0,570050,670049,500000,999999,500000,999999,0,499999,24288,524287,0,499999,
365,single_attr1,1,0,999999,530438,630437,0,999999,0,999999,0,999999,0,999999,
366,attr2_narrow,2,0,499999,309906,809905,39891,139890,182865,682864,500000,999999,500000,999999,
367,balanced,0,245865,445864,687088,887087,198745,398744,500000,999999,0,499999,462851,962850,
368,attr0_narrow,0,693542,793541,0,499999,0,499999,336029,836028,0,499999,0,499999,
369,attr1_narrow,1,0,499999,0,99999,489522,989521,500000,999999,157966,657965,218907,718906,
370,single_attr2,2,0,999999,0,999999,415600,515599,0,999999,0,999999,0,999999,
371,balanced,0,318108,518107,584989,784988,158842,358841,500000,999999,500000,999999,68812,568811,
372,attr0_narrow,0,219021,319020,238829,738828,0,499999,498199,998198,500000,999999,350529,850528,
373,attr1_narrow,1,329582,829581,587794,687793,500000,999999,301934,801933,445153,945152,0,499999,
374,attr2_narrow,2,0,499999,500000,999999,619434,719433,209361,709360,198148,698147,189009,689008,
375,single_attr3,3,0,999999,0,999999,0,999999,256290,356289,0,999999,0,999999,
376,attr0_narrow,0,253034,353033,119081,619080,455366,955365,41008,541007,70172,570171,500000,999999,
377,attr1_narrow,1,100576,600575,82329,182328,0,499999,500000,999999,0,499999,198553,698552,
378,attr2_narrow,2,500000,999999,0,499999,239712,339711,70232,570231,500000,999999,441876,941875,
379,balanced,0,0,199999,111432,311431,560579,760578,0,499999,141282,641281,0,499999,
380,single_attr4,4,0,999999,0,999999,0,999999,0,999999,476160,576159,0,999999,
381,attr1_narrow,1,15711,515710,343110,443109,500000,999999,0,499999,93596,593595,0,499999,
382,attr2_narrow,2,0,499999,121510,621509,900000,999999,0,499999,0,499999,0,499999,
383,balanced,0,686750,886749,727529,927528,197685,397684,500000,999999,500000,999999,71757,571756,
384,attr0_narrow,0,788478,888477,462933,962932,500000,999999,500000,999999,495936,995935,154228,654227,
385,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,268396,368395,
386,attr2_narrow,2,96886,596885,500000,999999,4235,104234,0,499999,18326,518325,500000,999999,
387,balanced,0,800000,999999,311077,511076,494144,694143,0,499999,500000,999999,204030,704029,
388,attr0_narrow,0,722314,822313,463955,963954,0,499999,471658,971657,0,499999,86262,586261,
389,attr1_narrow,1,0,499999,702782,802781,53557,553556,0,499999,455127,955126,0,499999,
390,single_attr0,0,584332,684331,0,999999,0,999999,0,999999,0,999999,0,999999,
391,balanced,0,0,199999,0,199999,26331,226330,409698,909697,500000,999999,500000,999999,
392,attr0_narrow,0,472707,572706,0,499999,278178,778177,0,499999,104526,604525,0,499999,
393,attr1_narrow,1,323248,823247,27306,127305,358862,858861,0,499999,152853,652852,50358,550357,
394,attr2_narrow,2,7703,507702,500000,999999,824023,924022,241283,741282,233973,733972,19121,519120,
395,single_attr1,1,0,999999,508207,608206,0,999999,0,999999,0,999999,0,999999,
396,attr0_narrow,0,67970,167969,0,499999,500000,999999,0,499999,0,499999,374138,874137,
397,attr1_narrow,1,0,499999,238425,338424,500000,999999,365742,865741,165149,665148,26471,526470,
398,attr2_narrow,2,500000,999999,266306,766305,0,99999,207622,707621,421244,921243,75300,575299,
399,balanced,0,646023,846022,800000,999999,800000,999999,500000,999999,324530,824529,0,499999,
400,single_attr2,2,0,999999,0,999999,345140,445139,0,999999,0,999999,0,999999,
401,attr1_narrow,1,500000,999999,36519,136518,118315,618314,0,499999,500000,999999,213965,713964,
402,attr2_narrow,2,500000,999999,363617,863616,712665,812664,0,499999,301168,801167,319517,819516,
403,balanced,0,338590,538589,20630,220629,515560,715559,0,499999,500000,999999,425231,925230,
404,attr0_narrow,0,636512,736511,0,499999,456143,956142,0,499999,0,499999,154801,654800,
405,single_attr3,3,0,999999,0,999999,0,999999,291565,391564,0,999999,0,999999,
406,attr2_narrow,2,463657,963656,0,499999,36588,136587,63866,563865,500000,999999,500000,999999,
407,balanced,0,800000,999999,173037,373036,0,199999,320046,820045,500000,999999,500000,999999,
408,attr0_narrow,0,460914,560913,500000,999999,500000,999999,500000,999999,0,499999,500000,999999,
409,attr1_narrow,1,0,499999,90861,190860,39597,539596,500000,999999,0,499999,154585,654584,
410,single_attr4,4,0,999999,0,999999,0,999999,0,999999,625847,725846,0,999999,
411,balanced,0,373438,573437,0,199999,584783,784782,0,499999,457616,957615,0,499999,
412,attr0_narrow,0,864407,964406,500000,999999,250298,750297,147366,647365,192405,692404,0,499999,
413,attr1_narrow,1,124969,624968,493749,593748,500000,999999,500000,999999,198420,698419,500000,999999,
414,attr2_narrow,2,500000,999999,0,499999,430913,530912,500000,999999,500000,999999,443621,943620,
415,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,233216,333215,
416,attr0_narrow,0,224405,324404,368463,868462,419031,919030,500000,999999,500000,999999,250081,750080,
417,attr1_narrow,1,0,499999,867541,967540,399536,899535,500000,999999,360553,860552,192251,692250,
418,attr2_narrow,2,401270,901269,166626,666625,0,99999,283111,783110,0,499999,265967,765966,
419,balanced,0,156443,356442,711243,911242,716620,916619,33278,533277,63370,563369,497946,997945,
420,single_attr0,0,328116,428115,0,999999,0,999999,0,999999,0,999999,0,999999,
421,attr1_narrow,1,225543,725542,100485,200484,406171,906170,500000,999999,0,499999,351555,851554,
422,attr2_narrow,2,145383,645382,264843,764842,619911,719910,0,499999,500000,999999,96762,596761,
423,balanced,0,0,199999,487160,687159,232495,432494,500000,999999,274852,774851,32309,532308,
424,attr0_narrow,0,477888,577887,0,499999,135382,635381,500000,999999,0,499999,0,499999,
425,single_attr1,1,0,999999,804882,904881,0,999999,0,999999,0,999999,0,999999,
426,attr2_narrow,2,500000,999999,152903,652902,143086,243085,224066,724065,500000,999999,500000,999999,
427,balanced,0,312831,512830,281279,481278,800000,999999,500000,999999,43759,543758,279842,779841,
428,attr0_narrow,0,666449,766448,0,499999,97719,597718,257602,757601,0,499999,31754,531753,
429,attr1_narrow,1,172732,672731,580245,680244,73276,573275,0,499999,0,499999,364572,864571,
430,single_attr2,2,0,999999,0,999999,690884,790883,0,999999,0,999999,0,999999,
431,balanced,0,371771,571770,488123,688122,399481,599480,500000,999999,0,499999,237276,737275,
432,attr0_narrow,0,897767,997766,0,499999,141907,641906,231553,731552,0,499999,500000,999999,
433,attr1_narrow,1,152205,652204,116239,216238,313838,813837,185981,685980,122698,622697,171673,671672,
434,attr2_narrow,2,447845,947844,0,499999,95785,195784,286480,786479,7085,507084,259217,759216,
435,single_attr3,3,0,999999,0,999999,0,999999,292841,392840,0,999999,0,999999,
436,attr0_narrow,0,19704,119703,383310,883309,371869,871868,127258,627257,358212,858211,500000,999999,
437,attr1_narrow,1,319777,819776,857424,957423,447144,947143,486694,986693,335377,835376,828,500827,
438,attr2_narrow,2,0,499999,375915,875914,813591,913590,0,499999,0,499999,500000,999999,
439,balanced,0,0,199999,246591,446590,155229,355228,138129,638128,317477,817476,14683,514682,
440,single_attr4,4,0,999999,0,999999,0,999999,0,999999,805265,905264,0,999999,
441,attr1_narrow,1,500000,999999,479530,579529,500000,999999,454002,954001,0,499999,0,499999,
442,attr2_narrow,2,0,499999,472286,972285,609909,709908,500000,999999,0,499999,153069,653068,
443,balanced,0,332909,532908,112770,312769,188369,388368,226760,726759,252786,752785,312179,812178,
444,attr0_narrow,0,404748,504747,500000,999999,500000,999999,8886,508885,226608,726607,0,499999,
445,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,501663,601662,
446,attr2_narrow,2,0,499999,500000,999999,502895,602894,0,499999,434412,934411,214940,714939,
447,balanced,0,800000,999999,249046,449045,509884,709883,500000,999999,284286,784285,0,499999,
448,attr0_narrow,0,310489,410488,0,499999,225227,725226,0,499999,426086,926085,445857,945856,
449,attr1_narrow,1,448700,948699,231409,331408,67038,567037,435228,935227,2901,502900,397492,897491,
450,single_attr0,0,283749,383748,0,999999,0,999999,0,999999,0,999999,0,999999,
451,balanced,0,0,199999,645954,845953,800000,999999,500000,999999,358505,858504,368968,868967,
452,attr0_narrow,0,274385,374384,500000,999999,267095,767094,473870,973869,471649,971648,0,499999,
453,attr1_narrow,1,0,499999,875433,975432,451903,951902,0,499999,376573,876572,194069,694068,
454,attr2_narrow,2,500000,999999,500000,999999,900000,999999,264237,764236,0,499999,222390,722389,
455,single_attr1,1,0,999999,457130,557129,0,999999,0,999999,0,999999,0,999999,
456,attr0_narrow,0,639914,739913,183470,683469,99319,599318,0,499999,0,499999,500000,999999,
457,attr1_narrow,1,500000,999999,737009,837008,0,499999,0,499999,500000,999999,500000,999999,
458,attr2_narrow,2,119634,619633,465187,965186,264538,364537,0,499999,251030,751029,234559,734558,
459,balanced,0,375657,575656,2420,202419,800000,999999,408094,908093,203748,703747,227066,727065,
460,single_attr2,2,0,999999,0,999999,487435,587434,0,999999,0,999999,0,999999,
461,attr1_narrow,1,230571,730570,804009,904008,225653,725652,243277,743276,130898,630897,500000,999999,
462,attr2_narrow,2,425914,925913,28449,528448,646863,746862,0,499999,500000,999999,0,499999,
463,balanced,0,341046,541045,527128,727127,0,199999,500000,999999,202459,702458,0,499999,
464,attr0_narrow,0,0,99999,248615,748614,334731,834730,500000,999999,0,499999,500000,999999,
465,single_attr3,3,0,999999,0,999999,0,999999,484944,584943,0,999999,0,999999,
466,attr2_narrow,2,438492,938491,500000,999999,856938,956937,199979,699978,132849,632848,340274,840273,
467,balanced,0,142577,342576,523056,723055,44309,244308,222321,722320,382150,882149,377689,877688,
468,attr0_narrow,0,301942,401941,432122,932121,0,499999,63253,563252,500000,999999,246722,746721,
469,attr1_narrow,1,0,499999,691171,791170,500000,999999,0,499999,167864,667863,500000,999999,
470,single_attr4,4,0,999999,0,999999,0,999999,0,999999,529601,629600,0,999999,
471,balanced,0,20444,220443,372500,572499,800000,999999,0,499999,0,499999,250209,750208,
472,attr0_narrow,0,97942,197941,149115,649114,34979,534978,424445,924444,337926,837925,0,499999,
473,attr1_narrow,1,47197,547196,80264,180263,0,499999,0,499999,297670,797669,286975,786974,
474,attr2_narrow,2,0,499999,412746,912745,330411,430410,500000,999999,300705,800704,500000,999999,
475,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,844386,944385,
476,attr0_narrow,0,0,99999,251780,751779,219311,719310,256058,756057,0,499999,185766,685765,
477,attr1_narrow,1,0,499999,208742,308741,500000,999999,500000,999999,0,499999,500000,999999,
478,attr2_narrow,2,0,499999,0,499999,267253,367252,500000,999999,0,499999,306745,806744,
479,balanced,0,0,199999,408576,608575,506635,706634,324170,824169,500000,999999,500000,999999,
480,single_attr0,0,900000,999999,0,999999,0,999999,0,999999,0,999999,0,999999,
481,attr1_narrow,1,500000,999999,457850,557849,500000,999999,466835,966834,0,499999,271016,771015,
482,attr2_narrow,2,500000,999999,0,499999,682088,782087,0,499999,27574,527573,446704,946703,
483,balanced,0,31367,231366,359653,559652,420166,620165,0,499999,500000,999999,376281,876280,
484,attr0_narrow,0,533804,633803,199494,699493,357899,857898,500000,999999,0,499999,439309,939308,
485,single_attr1,1,0,999999,845484,945483,0,999999,0,999999,0,999999,0,999999,
486,attr2_narrow,2,0,499999,268630,768629,722621,822620,0,499999,500000,999999,500000,999999,
487,balanced,0,744631,944630,667820,867819,485781,685780,1311,501310,500000,999999,0,499999,
488,attr0_narrow,0,0,99999,394108,894107,62823,562822,0,499999,500000,999999,470175,970174,
489,attr1_narrow,1,483442,983441,366697,466696,0,499999,339357,839356,0,499999,58907,558906,
490,single_attr2,2,0,999999,0,999999,814197,914196,0,999999,0,999999,0,999999,
491,balanced,0,557443,757442,189000,388999,433140,633139,14964,514963,6074,506073,0,499999,
492,attr0_narrow,0,221802,321801,500000,999999,21456,521455,0,499999,500000,999999,500000,999999,
493,attr1_narrow,1,166833,666832,317370,417369,500000,999999,500000,999999,465535,965534,500000,999999,
494,attr2_narrow,2,0,499999,0,499999,363249,463248,500000,999999,275456,775455,0,499999,
495,single_attr3,3,0,999999,0,999999,0,999999,792426,892425,0,999999,0,999999,
496,attr0_narrow,0,267268,367267,451259,951258,358308,858307,287157,787156,500000,999999,0,499999,
497,attr1_narrow,1,500000,999999,307598,407597,0,499999,500000,999999,0,499999,0,499999,
498,attr2_narrow,2,500000,999999,144765,644764,656646,756645,500000,999999,58951,558950,232774,732773,
499,balanced,0,25854,225853,358856,558855,518421,718420,0,499999,246594,746593,0,499999,
500,single_attr4,4,0,999999,0,999999,0,999999,0,999999,815799,915798,0,999999,
501,attr1_narrow,1,500000,999999,168762,268761,459102,959101,0,499999,500000,999999,27941,527940,
502,attr2_narrow,2,500000,999999,0,499999,868756,968755,112791,612790,167190,667189,436178,936177,
503,balanced,0,0,199999,758911,958910,0,199999,500000,999999,76172,576171,0,499999,
504,attr0_narrow,0,487034,587033,191035,691034,142943,642942,111729,611728,412693,912692,23944,523943,
505,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,588754,688753,
506,attr2_narrow,2,0,499999,0,499999,254418,354417,7967,507966,500000,999999,3475,503474,
507,balanced,0,474883,674882,0,199999,800000,999999,295734,795733,0,499999,0,499999,
508,attr0_narrow,0,297180,397179,0,499999,500000,999999,7101,507100,20707,520706,105412,605411,
509,attr1_narrow,1,500000,999999,584328,684327,500000,999999,441429,941428,500000,999999,222827,722826,
510,single_attr0,0,892032,992031,0,999999,0,999999,0,999999,0,999999,0,999999,
511,balanced,0,800000,999999,158505,358504,0,199999,500000,999999,208622,708621,192083,692082,
512,attr0_narrow,0,862768,962767,500000,999999,105958,605957,220985,720984,500000,999999,500000,999999,
513,attr1_narrow,1,0,499999,673656,773655,0,499999,449812,949811,208310,708309,293843,793842,
514,attr2_narrow,2,500000,999999,250371,750370,37817,137816,0,499999,432275,932274,98853,598852,
515,single_attr1,1,0,999999,98141,198140,0,999999,0,999999,0,999999,0,999999,
516,attr0_narrow,0,327908,427907,500000,999999,500000,999999,82074,582073,0,499999,157154,657153,
517,attr1_narrow,1,500000,999999,150360,250359,408320,908319,411589,911588,500000,999999,0,499999,
518,attr2_narrow,2,500000,999999,119698,619697,900000,999999,113961,613960,90587,590586,162755,662754,
519,balanced,0,672588,872587,800000,999999,355935,555934,325478,825477,274049,774048,0,499999,
520,single_attr2,2,0,999999,0,999999,868811,968810,0,999999,0,999999,0,999999,
521,attr1_narrow,1,50286,550285,805879,905878,500000,999999,0,499999,88480,588479,500000,999999,
522,attr2_narrow,2,500000,999999,500000,999999,900000,999999,0,499999,500000,999999,500000,999999,
523,balanced,0,434310,634309,787969,987968,692578,892577,500000,999999,0,499999,276600,776599,
524,attr0_narrow,0,227143,327142,63957,563956,130821,630820,412964,912963,441010,941009,500000,999999,
525,single_attr3,3,0,999999,0,999999,0,999999,366771,466770,0,999999,0,999999,
526,attr2_narrow,2,0,499999,500000,999999,597330,697329,400400,900399,0,499999,0,499999,
527,balanced,0,277521,477520,646000,845999,800000,999999,0,499999,155333,655332,76368,576367,
528,attr0_narrow,0,344594,444593,500000,999999,500000,999999,72802,572801,500000,999999,0,499999,
529,attr1_narrow,1,0,499999,744459,844458,98644,598643,179394,679393,173317,673316,0,499999,
530,single_attr4,4,0,999999,0,999999,0,999999,0,999999,835186,935185,0,999999,
531,balanced,0,650897,850896,537071,737070,614103,814102,500000,999999,0,499999,289313,789312,
532,attr0_narrow,0,748392,848391,500000,999999,486104,986103,205693,705692,125735,625734,500000,999999,
533,attr1_narrow,1,0,499999,485516,585515,12028,512027,392572,892571,0,499999,0,499999,
534,attr2_narrow,2,0,499999,172635,672634,242812,342811,0,499999,272244,772243,499316,999315,
535,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,387675,487674,
536,attr0_narrow,0,609170,709169,0,499999,382275,882274,500000,999999,500000,999999,345274,845273,
537,attr1_narrow,1,0,499999,900000,999999,345679,845678,500000,999999,161345,661344,110068,610067,
538,attr2_narrow,2,308504,808503,114605,614604,551507,651506,0,499999,500000,999999,500000,999999,
539,balanced,0,169571,369570,450796,650795,387232,587231,450574,950573,195072,695071,0,499999,
540,single_attr0,0,900000,999999,0,999999,0,999999,0,999999,0,999999,0,999999,
541,attr1_narrow,1,500000,999999,257804,357803,473595,973594,500000,999999,131192,631191,500000,999999,
542,attr2_narrow,2,440353,940352,297258,797257,401639,501638,297432,797431,0,499999,500000,999999,
543,balanced,0,0,199999,628905,828904,236438,436437,0,499999,253623,753622,164535,664534,
544,attr0_narrow,0,291050,391049,500000,999999,500000,999999,249370,749369,447289,947288,500000,999999,
545,single_attr1,1,0,999999,57140,157139,0,999999,0,999999,0,999999,0,999999,
546,attr2_narrow,2,0,499999,258159,758158,90622,190621,0,499999,98709,598708,0,499999,
547,balanced,0,737065,937064,61953,261952,700462,900461,500000,999999,372218,872217,121020,621019,
548,attr0_narrow,0,279646,379645,0,499999,0,499999,247106,747105,496488,996487,0,499999,
549,attr1_narrow,1,500000,999999,188467,288466,0,499999,63973,563972,236149,736148,177416,677415,
550,single_attr2,2,0,999999,0,999999,189841,289840,0,999999,0,999999,0,999999,
551,balanced,0,298080,498079,501558,701557,262724,462723,0,499999,0,499999,0,499999,
552,attr0_narrow,0,0,99999,500000,999999,0,499999,0,499999,0,499999,0,499999,
553,attr1_narrow,1,500000,999999,283472,383471,500000,999999,198501,698500,500000,999999,94611,594610,
554,attr2_narrow,2,367981,867980,358828,858827,623017,723016,398235,898234,13262,513261,0,499999,
555,single_attr3,3,0,999999,0,999999,0,999999,898054,998053,0,999999,0,999999,
556,attr0_narrow,0,666161,766160,500000,999999,301239,801238,191484,691483,500000,999999,500000,999999,
557,attr1_narrow,1,315504,815503,374285,474284,43829,543828,432511,932510,3674,503673,500000,999999,
558,attr2_narrow,2,412838,912837,97207,597206,292244,392243,0,499999,385313,885312,24654,524653,
559,balanced,0,800000,999999,252171,452170,99588,299587,208244,708243,242012,742011,500000,999999,
560,single_attr4,4,0,999999,0,999999,0,999999,0,999999,631411,731410,0,999999,
561,attr1_narrow,1,317387,817386,900000,999999,500000,999999,500000,999999,500000,999999,351142,851141,
562,attr2_narrow,2,500000,999999,134968,634967,661754,761753,0,499999,118059,618058,151525,651524,
563,balanced,0,800000,999999,642338,842337,778714,978713,0,499999,310279,810278,500000,999999,
564,attr0_narrow,0,825043,925042,0,499999,500000,999999,0,499999,500000,999999,0,499999,
565,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,627322,727321,
566,attr2_narrow,2,0,499999,112752,612751,495181,595180,0,499999,500000,999999,500000,999999,
567,balanced,0,697799,897798,703646,903645,81087,281086,0,499999,43297,543296,10184,510183,
568,attr0_narrow,0,71841,171840,500000,999999,331129,831128,497566,997565,0,499999,500000,999999,
569,attr1_narrow,1,71160,571159,659327,759326,344253,844252,458390,958389,125032,625031,456651,956650,
570,single_attr0,0,349418,449417,0,999999,0,999999,0,999999,0,999999,0,999999,
571,balanced,0,751718,951717,494132,694131,674251,874250,0,499999,421020,921019,379832,879831,
572,attr0_narrow,0,434905,534904,0,499999,0,499999,301586,801585,500000,999999,484007,984006,
573,attr1_narrow,1,500000,999999,440980,540979,500000,999999,0,499999,0,499999,143576,643575,
574,attr2_narrow,2,66149,566148,0,499999,54317,154316,159119,659118,0,499999,0,499999,
575,single_attr1,1,0,999999,856070,956069,0,999999,0,999999,0,999999,0,999999,
576,attr0_narrow,0,315062,415061,268849,768848,55527,555526,188768,688767,168119,668118,0,499999,
577,attr1_narrow,1,451353,951352,213258,313257,147069,647068,216657,716656,428352,928351,47542,547541,
578,attr2_narrow,2,0,499999,295734,795733,196854,296853,282284,782283,81186,581185,387986,887985,
579,balanced,0,235120,435119,345006,545005,170341,370340,500000,999999,0,499999,500000,999999,
580,single_attr2,2,0,999999,0,999999,30803,130802,0,999999,0,999999,0,999999,
581,attr1_narrow,1,83010,583009,417640,517639,0,499999,236472,736471,397707,897706,500000,999999,
582,attr2_narrow,2,0,499999,500000,999999,726689,826688,26170,526169,330949,830948,89418,589417,
583,balanced,0,212972,412971,417130,617129,9928,209927,276189,776188,500000,999999,498781,998780,
584,attr0_narrow,0,335818,435817,450952,950951,158166,658165,412059,912058,281817,781816,0,499999,
585,single_attr3,3,0,999999,0,999999,0,999999,130767,230766,0,999999,0,999999,
586,attr2_narrow,2,281569,781568,87019,587018,640661,740660,500000,999999,297538,797537,450833,950832,
587,balanced,0,477918,677917,56266,256265,231321,431320,372024,872023,152084,652083,0,499999,
588,attr0_narrow,0,651626,751625,0,499999,0,499999,0,499999,0,499999,500000,999999,
589,attr1_narrow,1,0,499999,117064,217063,0,499999,0,499999,383358,883357,192130,692129,
590,single_attr4,4,0,999999,0,999999,0,999999,0,999999,750087,850086,0,999999,
591,balanced,0,258182,458181,636757,836756,588112,788111,500000,999999,500000,999999,191918,691917,
592,attr0_narrow,0,798274,898273,266308,766307,191580,691579,500000,999999,2199,502198,0,499999,
593,attr1_narrow,1,0,499999,802634,902633,79614,579613,0,499999,348931,848930,0,499999,
594,attr2_narrow,2,500000,999999,0,499999,250932,350931,427283,927282,204887,704886,221446,721445,
595,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,867789,967788,
596,attr0_narrow,0,448703,548702,466659,966658,202495,702494,0,499999,0,499999,500000,999999,
597,attr1_narrow,1,400374,900373,228416,328415,211410,711409,354338,854337,398582,898581,500000,999999,
598,attr2_narrow,2,500000,999999,181146,681145,274963,374962,500000,999999,289497,789496,0,499999,
599,balanced,0,744915,944914,231999,431998,16513,216512,500000,999999,383115,883114,500000,999999,
600,single_attr0,0,286790,386789,0,999999,0,999999,0,999999,0,999999,0,999999,
601,attr1_narrow,1,238563,738562,230250,330249,405509,905508,500000,999999,500000,999999,6264,506263,
602,attr2_narrow,2,500000,999999,0,499999,900000,999999,0,499999,247347,747346,500000,999999,
603,balanced,0,673783,873782,728080,928079,438344,638343,268681,768680,346660,846659,422573,922572,
604,attr0_narrow,0,612915,712914,0,499999,500000,999999,334593,834592,468435,968434,0,499999,
605,single_attr1,1,0,999999,238903,338902,0,999999,0,999999,0,999999,0,999999,
